customer_unique_id,Recency,Frequency,Monetary,Average_Review_Score,Average_Delivery_Time,Average_Delivery_Delay,Average_Processing_Time,Average_Shipping_Time,Average_Freight,Average_Installments,Product_Categories,Preferred_Payment_Method,Average_Order_Value,Cluster
351720d06536d374631362d8ed8835d8,244,1,88.08,5.0,3.0,-14.0,1.0,1.0,13.08,2.0,1,credit_card,88.08,0
35173058d3ac45f25ca1e8a216011e9a,308,1,35.0,5.0,17.0,-4.0,2.0,13.0,15.1,1.0,1,boleto,35.0,3
351748d78843cee737277f6f56fd8543,363,1,152.68,4.0,13.0,-8.0,3.0,9.0,22.78,1.0,1,credit_card,152.68,0
3517852bd010ead9a40e95130ba29835,279,1,278.19,1.0,16.0,2.0,13.0,2.0,28.19,5.0,1,credit_card,278.19,1
3517a4a1c608e08ec66f424eefe169ed,79,1,167.24,5.0,11.0,-15.0,1.0,10.0,57.25,2.0,1,credit_card,167.24,0
3517d49ae177e9d73900471585d2d1c9,239,1,90.61,5.0,9.0,-38.0,1.0,7.0,52.71,5.0,1,credit_card,90.61,0
3517e4c452bc29782db762a150996061,362,1,75.65,3.0,7.0,-15.0,1.0,6.0,17.66,1.0,1,credit_card,75.65,0
351853efbf1da247efad7b002971072d,130,1,73.68,5.0,5.0,-15.0,0.0,5.0,13.78,1.0,1,credit_card,73.68,0
351870359cf7c30a27004ef8ee1e5fa6,330,1,133.25,5.0,30.0,-1.0,3.0,26.0,17.25,1.0,1,credit_card,133.25,1
351a0e8f58d932eac460f4b7a8321d64,224,1,154.08,1.0,10.0,-24.0,0.0,9.0,25.63,3.0,1,credit_card,77.04,0
351a33d3fc09554e07f3384309e31bd1,584,1,273.9,5.0,16.0,-39.0,3.0,12.0,50.0,1.0,1,boleto,273.9,3
351adc5674bb62d3b5fea28ad1d9a3cc,125,1,114.79,5.0,2.0,-12.0,0.0,1.0,27.79,1.0,1,credit_card,114.79,0
351b88d7081aae040f1eab3ec16eb00d,91,1,88.75,5.0,3.0,-20.0,1.0,1.0,8.85,1.0,1,boleto,88.75,3
351be3d3abbb10111e3d68f060623903,199,1,115.45,4.0,16.0,-14.0,0.0,16.0,16.45,1.0,1,credit_card,115.45,0
351c545c8cb9413b9d24d1e18c7da574,52,1,108.42,4.0,10.0,-20.0,1.0,8.0,18.43,1.0,1,voucher,108.42,3
351e8eac3f1dc8843d6c2f627ef66179,154,1,132.84,5.0,24.0,-13.0,11.0,12.0,52.85,4.0,1,credit_card,132.84,0
351f8f0301502a98ad31c9e626529c7c,285,1,130.26,5.0,13.0,-3.0,2.0,10.0,20.26,2.0,1,credit_card,130.26,0
35203809e988e444407e13fcc4789970,542,1,222.68,5.0,12.0,-13.0,7.0,5.0,15.62,3.0,1,credit_card,222.68,0
3520daec919d5d56a0fcca29ef96deb3,260,1,37.48,5.0,10.0,-14.0,1.0,9.0,12.48,1.0,1,credit_card,37.48,0
3520e4bf75da7b02b3eb9f1218a13ca5,379,1,64.62,4.0,8.0,-14.0,1.0,6.0,12.7,1.0,1,debit_card,64.62,4
3523a07f905f871622a32c3036d1478b,168,1,62.93,2.0,26.0,3.0,3.0,22.0,15.23,1.0,1,credit_card,62.93,1
352532fd050f1e1f1b9a26373401a367,90,1,94.55,4.0,8.0,-28.0,1.0,6.0,14.65,4.0,1,credit_card,94.55,0
35265d972a3f3e1c348e8c280ae3afd4,45,1,43.4,5.0,7.0,-16.0,5.0,2.0,14.5,1.0,1,credit_card,43.4,0
3526e8083b82706f0a66e58c84044cab,273,1,95.22,4.0,14.0,-9.0,2.0,12.0,15.32,1.0,1,boleto,95.22,3
35275bb2b340c4f4a51845f26f7225da,279,1,504.09000000000003,5.0,13.0,-8.0,0.0,12.0,16.11,1.0,1,boleto,168.03,3
35276eec8c44aa4f7595449f92185dbf,121,1,16.77,5.0,5.0,-11.0,4.0,1.0,7.87,1.0,1,credit_card,16.77,0
352794015ee3fe37f5e2753148874bae,284,1,550.4,5.0,15.0,-4.0,0.0,14.0,14.61,1.0,0,credit_card,275.2,0
3527fe1276a408f2cac54f65373c57d4,77,1,120.91,4.0,7.0,-15.0,0.0,7.0,13.41,5.0,1,credit_card,120.91,0
3528193558c2ee48c01f78213141e115,139,1,199.48,5.0,6.0,-22.0,1.0,4.0,15.38,8.0,1,credit_card,199.48,0
3528aee5bd075d62e4c6eba9d5e97362,367,1,37.77,4.0,9.0,-3.0,6.0,2.0,7.78,1.0,1,credit_card,37.77,0
3529e35d6c0a2e876f29373ea07154aa,456,1,119.88,5.0,10.0,-14.0,0.0,9.0,21.18,1.0,1,debit_card,119.88,4
352afa6fc43665bb25030ea659675b0c,153,1,99.53,4.0,11.0,-9.0,1.0,10.0,19.53,2.0,1,credit_card,99.53,0
352e7a92edcb90485141500a9051d480,48,1,287.11,5.0,6.0,-14.0,1.0,5.0,28.11,4.0,1,credit_card,287.11,0
352edc42ddf92161e32abb07872de623,255,1,2315.83,5.0,19.0,-12.0,4.0,15.0,116.83,1.0,1,boleto,2315.83,3
352f78d024fb5e6cc0c0c981c26b3e53,389,1,406.35,5.0,15.0,-7.0,5.0,8.0,18.35,1.0,1,boleto,406.35,3
352f892cf1c6f376a847e7ee74f0bf91,334,1,20.53,3.0,11.0,-15.0,6.0,5.0,11.85,2.0,1,credit_card,20.53,0
352fd235c6e516d78f7481b9dae3eead,55,1,89.17,5.0,13.0,-9.0,-3.0,12.0,37.27,1.0,1,credit_card,89.17,0
353027c49c4fb3c827f2745b44ebb3f2,320,1,317.32,5.0,5.0,-7.0,1.0,2.0,9.34,3.0,1,credit_card,158.66,0
3532616d4171dc2202de2ae9233bb0c5,699,1,217.3,5.0,31.0,-23.0,21.0,8.0,17.31,3.0,1,credit_card,217.3,1
35329f6fbd5f5e1e7d0f46bd73aa7d88,242,1,41.1,5.0,21.0,-6.0,3.0,17.0,16.11,1.0,1,boleto,41.1,3
35337be503b4bbaaf0ff2c6210875aed,29,1,103.61,4.0,9.0,-8.0,0.0,7.0,23.71,1.0,1,boleto,103.61,3
35342fd736cab1a2cba457e32eea1df3,192,1,69.64,1.0,27.0,7.0,5.0,22.0,12.74,2.0,1,credit_card,69.64,1
35356c16fae0b391a145686820926bdd,228,1,1310.23,5.0,6.0,-8.0,4.0,2.0,20.23,4.0,1,credit_card,1310.23,0
353717d06d318249e366cf83f73817dc,356,1,357.28,5.0,8.0,-8.0,2.0,5.0,57.38,5.0,1,credit_card,357.28,0
353783c5693e255ecd10defa6005a68c,475,1,128.0,5.0,19.0,-11.0,1.0,17.0,48.0,4.0,1,credit_card,128.0,0
35378639ad1d764ff4d3bdd0a01b5b38,282,1,257.15,4.0,17.0,-8.0,4.0,12.0,18.15,10.0,1,credit_card,257.15,0
353801f49ab64d5e6ca90ba46e2e5f0f,424,1,133.85,5.0,6.0,-14.0,0.0,6.0,13.86,1.0,1,debit_card,133.85,4
35389b797b4050a150a371bfc675dd83,111,1,33.99,5.0,10.0,-12.0,1.0,7.0,19.04,1.0,1,credit_card,33.99,0
3538cf3e6c8ad661ea4ac1d27f099397,383,1,70.72,5.0,2.0,-12.0,1.0,0.0,11.73,2.0,1,credit_card,70.72,0
35390761485524663d8051cd7410c295,112,1,176.83,1.0,10.0,-12.0,1.0,7.0,36.84,10.0,1,credit_card,176.83,0
353a132b67fce64072f632a8bdc1b6ed,27,1,57.04,5.0,5.0,-7.0,1.0,4.0,18.42,1.0,1,boleto,57.04,3
353abbc2c1236d9879d97de370db0980,28,1,153.96,5.0,11.0,-4.0,0.0,10.0,24.06,3.0,1,credit_card,153.96,0
353b5b1fa2b5f318e1059e01ae79a4d0,389,1,29.56,5.0,7.0,-15.0,0.0,5.0,15.1,1.0,1,boleto,29.56,3
353bc130a76c1b5b7f2746aa4fae796f,229,1,38.01,5.0,5.0,-10.0,1.0,4.0,8.11,1.0,1,voucher,38.01,3
353bc13dff6fa08e92e174442765da75,81,1,87.58,5.0,6.0,-22.0,0.0,6.0,18.58,1.0,1,credit_card,87.58,0
353cb8992855e035f1bc164383a0ff37,298,1,61.71,4.0,7.0,-7.0,1.0,5.0,8.72,2.0,1,credit_card,61.71,0
353d04569392e5a31132f272aa633fb2,372,1,180.6,5.0,8.0,-16.0,1.0,7.0,21.6,8.0,1,credit_card,180.6,0
353e6391a4bc29cb187094eb2b7cd301,284,1,322.58,1.0,52.0,33.0,3.0,48.0,22.59,6.0,1,credit_card,322.58,1
353e7269785f8c34919fadc61810ba0a,268,1,116.25,3.0,18.0,-16.0,2.0,15.0,18.26,1.0,1,voucher,116.25,3
353e798a3ca77ed4b8f15a23745ececa,267,1,335.98,5.0,24.0,-5.0,2.0,21.0,16.98,1.0,1,credit_card,335.98,0
353e992ecbfad2cfee33cf1ea4c2a2d1,65,1,171.44,5.0,6.0,-19.0,2.0,4.0,12.87,3.0,1,credit_card,85.72,0
353ec5031b3cf8a8011bf0e43260ffef,300,1,250.73,4.0,25.0,2.0,1.0,23.0,35.31,8.0,1,credit_card,250.73,1
353ef6cd716554aeacd247e61dd18c4e,563,1,193.17,5.0,17.0,-13.0,3.0,13.0,24.17,1.0,1,boleto,193.17,3
353f7ad01ca05be7416d4d65682a0077,181,1,59.03,3.0,11.0,-15.0,1.0,9.0,19.04,1.0,1,boleto,59.03,3
354004e1432bff6f9008ce0a5afd732a,358,2,256.57,3.0,19.0,-6.0,8.0,10.0,15.184999999999999,2.5,1,credit_card,128.285,2
35414f00d539b093f6427832e51d7cea,123,1,57.68,3.0,28.0,3.0,1.0,27.0,23.28,1.0,1,credit_card,57.68,1
354267e41281961ba40092231d54c4a0,329,1,86.92,5.0,8.0,-17.0,0.0,6.0,16.93,1.0,1,boleto,86.92,3
3543bfa56514a2ca65d2f2a7470e3ea7,275,1,111.43,5.0,18.0,-15.0,2.0,16.0,21.43,3.0,1,credit_card,111.43,0
3544017c06d0f3b358fffa7a3df9c053,119,1,2072.0,4.0,8.0,-29.0,0.0,7.0,27.119999999999997,3.0,1,credit_card,414.4,0
354433b1b8aea032a7ff237431cf88f0,7,1,27.6,5.0,1.0,-5.0,0.0,1.0,7.4,1.0,1,debit_card,27.6,4
3544f95ba7fd2f9469fa6f513bab2e38,170,1,43.22,4.0,16.0,-8.0,3.0,13.0,18.23,4.0,1,credit_card,43.22,0
3545e72419b85e854dd74997461beb73,10,1,144.59,3.0,4.0,-8.0,3.0,1.0,9.69,10.0,1,credit_card,144.59,0
35461ead8c98a12af227e4ce9efcfb0d,550,1,61.46,5.0,5.0,-23.0,0.0,4.0,15.56,1.0,1,credit_card,61.46,0
3546c406bcfa417586d7bf240ec32161,162,1,88.41,4.0,25.0,4.0,0.0,24.0,18.42,8.0,1,credit_card,88.41,1
35473cbe40102cc697f12d9c6da90d9c,382,1,48.69,5.0,17.0,-10.0,5.0,11.0,15.79,1.0,1,credit_card,48.69,0
3547764c8f332a1d998b0e328210d722,141,1,84.89,5.0,7.0,-16.0,0.0,5.0,18.4,1.0,1,boleto,84.89,3
354786594ffe758a2f3737c071b0e298,176,1,62.83,2.0,10.0,-12.0,3.0,7.0,22.93,6.0,1,credit_card,62.83,0
35486a073faf4205c97ee32c8dbf7d31,282,1,18.17,5.0,5.0,-11.0,4.0,0.0,8.27,1.0,1,credit_card,18.17,0
3548f6fa9fb708e6d30db034eb0252af,309,1,28.1,4.0,2.0,-10.0,1.0,0.0,8.11,2.0,1,credit_card,28.1,0
35493505415b51d95d652960d68f1b8c,171,1,167.92,1.0,34.0,11.0,6.0,28.0,18.92,1.0,1,credit_card,167.92,1
3549610d3f44fa4243d5107f57ab4212,277,1,31.34,2.0,10.0,-22.0,0.0,10.0,15.1,1.0,1,credit_card,31.34,0
354b654b99e81e4c2d40efda561643e0,239,1,95.3,5.0,19.0,-14.0,0.0,18.0,15.31,1.0,1,credit_card,95.3,0
354be39d3b37cfd58e73f53cfd0174da,11,1,62.65,5.0,3.0,-2.0,0.0,3.0,7.65,6.0,1,credit_card,62.65,0
354d9a044fc69afda19173b3df491c92,206,1,53.6,5.0,30.0,-3.0,4.0,26.0,15.1,5.0,1,credit_card,53.6,1
354eac4554eab556ca2b07c5473d4511,204,1,335.47,3.0,5.0,-10.0,3.0,1.0,10.47,1.0,1,debit_card,335.47,4
354fa4b6a34304600de128c7196a7a2a,14,1,645.8,5.0,3.0,-5.0,0.0,2.0,47.8,10.0,1,credit_card,645.8,0
354ff3ad933b383571d26d356c561c82,43,1,22.39,5.0,1.0,-7.0,0.0,0.0,7.39,2.0,1,credit_card,22.39,0
3550426a14dcc65f5c07b2e1e24e217c,130,1,155.79,5.0,13.0,-6.0,5.0,7.0,15.89,1.0,1,boleto,155.79,3
3550a2cc16b097ea0b1a13d45fb93272,539,1,63.51,3.0,27.0,7.0,3.0,23.0,14.52,1.0,1,credit_card,63.51,1
35510879ba54fa9a954e79e761139c2b,47,1,117.58,5.0,7.0,-11.0,1.0,6.0,27.58,1.0,1,credit_card,117.58,0
35525a882b83a865080254c1812945f9,381,1,161.37,5.0,7.0,-18.0,0.0,7.0,21.47,2.0,1,credit_card,161.37,0
35535aaf49613143aca8799e8b45f0eb,186,1,50.11,4.0,14.0,-4.0,2.0,9.0,15.11,1.0,1,boleto,50.11,3
3553fcbd8e28065afd428c86bb82e07c,54,1,214.97,3.0,14.0,-7.0,1.0,12.0,19.47,8.0,1,credit_card,214.97,0
355431b9ed50c0b65965e96a19718ca0,495,1,80.56,1.0,10.0,-12.0,0.0,7.0,15.66,8.0,1,credit_card,80.56,0
3554b1397b5ea1f3651784707dc3a3da,157,1,180.06,2.0,12.0,-13.0,3.0,8.0,34.56,1.0,1,credit_card,180.06,0
355535e7c116cea041c60e1afeb77901,84,1,105.34,5.0,3.0,-29.0,0.0,2.0,35.34,10.0,1,credit_card,105.34,0
3556987e5b22d5372214fb48fc9fe02a,231,1,27.85,5.0,8.0,-13.0,0.0,6.0,11.85,1.0,1,boleto,27.85,3
3556b5dea9e633ab8709362974179286,230,1,51.84,4.0,8.0,-13.0,6.0,2.0,11.85,2.0,1,credit_card,51.84,0
35571f8188a21f1fc96da8d7f0c271da,274,1,111.02,4.0,24.0,-6.0,5.0,19.0,21.12,3.0,1,credit_card,111.02,1
3557401ee0d38ea74812f43e1172bfe3,39,1,196.45,3.0,7.0,-13.0,2.0,3.0,57.45,2.0,1,credit_card,196.45,0
3557532709f1626dcfde5a8c90414695,82,1,74.64,5.0,7.0,-25.0,0.0,7.0,20.65,3.0,1,credit_card,74.64,0
3559644b8b6ec711c33e74a13a66e9ce,528,1,189.04,5.0,12.0,-20.0,3.0,9.0,24.14,3.0,1,credit_card,189.04,0
355ae139c8a163fb77c065a2d1403ed9,482,2,330.55,5.0,6.5,-8.5,2.5,3.0,25.375,6.5,1,credit_card,165.275,2
355c5fff422190fa2474ace9e1582d5e,14,1,63.31,5.0,8.0,-13.0,0.0,7.0,18.41,1.0,1,credit_card,63.31,0
355c8e5dd7ea03b291a4057c4a8b7a4f,474,1,157.32,5.0,8.0,-17.0,0.0,7.0,17.42,3.0,1,credit_card,157.32,0
355d02986f51e80adfb8675fbd22202d,262,1,63.1,5.0,19.0,-7.0,3.0,16.0,14.1,6.0,1,credit_card,63.1,0
355deee75255c6f085f98c93ffab7723,236,1,191.58,1.0,54.0,27.0,4.0,49.0,21.68,4.0,1,credit_card,191.58,1
355e2999522b2ac86cb892a18fdbf0f4,279,1,104.12,3.0,16.0,-12.0,7.0,8.0,48.92,2.0,1,credit_card,104.12,0
355e4d8054479703e56d694dc661e35d,29,1,144.97,3.0,7.0,-2.0,1.0,5.0,15.97,2.0,1,credit_card,144.97,0
355ff5c20316e13a8b29d6ffd27a1c96,244,1,42.27,5.0,3.0,-17.0,1.0,2.0,8.27,1.0,1,credit_card,42.27,0
356093490248ba97a85602275142dec5,191,1,139.98,5.0,25.0,-5.0,2.0,22.0,20.08,5.0,1,credit_card,139.98,0
3560c4ae85aa9f43cc70af5a612816c6,60,1,177.89,5.0,25.0,7.0,7.0,18.0,12.89,1.0,1,debit_card,177.89,4
356110547c07af5b01b7467ca61b4c5a,282,1,165.3,4.0,16.0,-9.0,3.0,12.0,15.8,1.0,1,boleto,165.3,3
35615effc952ae179902f2388e3872a0,142,1,73.27,5.0,32.0,-5.0,1.0,27.0,23.28,1.0,1,boleto,73.27,1
356196152e861e77dc01ce20d6b8a412,481,1,56.28,5.0,5.0,-24.0,0.0,4.0,42.38,1.0,1,boleto,56.28,3
3562599b97f4ddc436ecccddfdd95d54,516,1,114.77,5.0,14.0,-13.0,7.0,6.0,14.87,1.0,1,boleto,114.77,3
356298a1508630c8c51d68248df852f0,174,1,173.8,1.0,20.0,-12.0,6.0,14.0,23.9,4.0,1,credit_card,173.8,1
3563c87d2f11fb5fc1a25236cf675abe,215,1,85.85,2.0,20.0,-10.0,2.0,17.0,26.95,8.0,1,credit_card,85.85,0
3564c4748fd6c1097ba1a7e7c6fa5ff1,590,1,46.02,4.0,16.0,-13.0,3.0,11.0,14.52,1.0,1,boleto,46.02,3
3564fe66d8d87722aac906a86eaf0347,111,1,51.13,5.0,6.0,-16.0,1.0,5.0,15.23,4.0,1,credit_card,51.13,0
35651bed380ae418121d130ce37222ed,470,1,37.68,4.0,2.0,-9.0,0.0,2.0,7.78,1.0,1,credit_card,37.68,0
3565906973c459aa065d735bc52ac2b9,284,1,261.16,3.0,8.0,-18.0,1.0,6.0,21.17,7.0,1,credit_card,261.16,0
35667312c5f48ac373b932c3d861f792,484,1,56.98,4.0,7.0,-14.0,1.0,5.0,12.48,5.0,1,credit_card,56.98,0
35667b792f144ffbcb90d64c5abf26a7,210,1,55.37,4.0,38.0,-11.0,1.0,36.0,25.38,1.0,1,boleto,55.37,1
356698bfff8588efe6ce0ab749e4eff8,112,1,741.73,4.0,6.0,-11.0,0.0,4.0,81.93,1.0,1,boleto,741.73,3
356732f532ad1175f61e2b4c537db16b,124,1,152.42,4.0,12.0,-10.0,5.0,6.0,27.42,1.0,1,credit_card,152.42,0
3567cb0ffdc5163858a98f5bdf45e58c,25,1,22.34,5.0,4.0,-1.0,0.0,2.0,7.39,1.0,1,credit_card,22.34,0
35694662ee96ef8cd104c2e9e9f2156c,84,1,524.48,5.0,7.0,-16.0,2.0,5.0,24.58,4.0,1,credit_card,524.48,0
356996e9faf14b86bdd44a5377e24f1f,219,1,48.71,4.0,6.0,-12.0,3.0,2.0,8.72,1.0,1,credit_card,48.71,0
356a78789468bf12914cdd959c93d494,265,1,204.84,2.0,31.0,2.0,0.0,30.0,34.85,4.0,1,credit_card,204.84,1
356b484f2e7259f529ead5a4dcb84fbd,183,1,39.75,5.0,22.0,6.0,2.0,20.0,11.85,1.0,1,credit_card,39.75,1
356c2a2edf34ce811f5d75d3a48d1632,220,1,357.81,1.0,5.0,-18.0,3.0,2.0,12.13,1.0,1,credit_card,119.27,0
356da39c873d00bbc6a01feaaaea5726,300,1,171.44,4.0,14.0,-13.0,3.0,10.0,21.54,4.0,1,credit_card,171.44,0
356dd955174c2a41c46b0b438d460765,435,1,78.9,3.0,23.0,-9.0,0.0,23.0,26.9,1.0,1,boleto,78.9,3
356e0e85294322aa8ec25ffafe4b1380,189,1,65.18,5.0,15.0,-8.0,1.0,14.0,25.19,2.0,1,credit_card,65.18,0
356ed180b2e59a4ad49bdcf208481b68,536,1,118.9,5.0,10.0,-15.0,0.0,10.0,14.9,1.0,1,credit_card,118.9,0
357049f956a3b868a0b8d0a9c468e8c9,383,1,160.34,5.0,13.0,-10.0,1.0,12.0,53.35,10.0,1,credit_card,160.34,0
3571a96b59816e332c2f71c0665ed224,225,1,95.98,5.0,8.0,-22.0,2.0,5.0,16.99,1.0,1,credit_card,95.98,0
3572efa7933c2e02d4c7024db6052b56,231,1,363.52,5.0,24.0,-6.0,0.0,22.0,20.98,1.0,1,boleto,181.76,3
357347144c44f5fbd1c9c2155de9a3b6,18,1,98.33,5.0,14.0,-1.0,3.0,9.0,23.33,1.0,1,boleto,98.33,3
3573b9d42bc178dbd9498308a0f2ea97,24,1,193.84,5.0,5.0,-5.0,2.0,3.0,44.84,1.0,1,voucher,193.84,3
357482c4e5b9b6200cc2b37b8a7b46b9,498,1,150.36,2.0,10.0,-12.0,1.0,7.0,25.36,3.0,1,credit_card,150.36,0
357488646eef476ce86972632c0d64ad,522,1,96.96,4.0,15.0,-4.0,0.0,15.0,11.97,2.0,1,credit_card,96.96,0
3574bc798156f406b12f377bf3fdd381,486,1,42.09,3.0,11.0,-14.0,0.0,6.0,17.09,1.0,0,boleto,42.09,3
3574ddc59020916b72650753adab59d8,168,1,116.9,5.0,7.0,-15.0,0.0,6.0,17.0,1.0,1,boleto,116.9,3
35757a3cfd70b9aeab443c4dc1d8ad30,210,1,150.87,5.0,14.0,-10.0,9.0,4.0,20.88,3.0,1,credit_card,150.87,0
35757e086379b909cf8d257dc2996ca1,222,1,158.48,5.0,5.0,-18.0,1.0,3.0,22.58,10.0,1,credit_card,158.48,0
3575846eb504cb74d447525fdc21bf0c,593,1,98.31,1.0,10.0,-12.0,1.0,7.0,17.31,1.0,1,credit_card,98.31,0
3577e91a3448cac21a38effb2f0bbdb7,124,1,1125.57,4.0,6.0,-17.0,0.0,6.0,25.58,8.0,1,credit_card,1125.57,0
35781d1a87e746dc2ac58de2c68ebc07,230,1,42.58,1.0,3.0,-12.0,1.0,2.0,13.08,2.0,1,credit_card,42.58,0
3578707d5fbfaaad05a3862a179bf76d,217,2,211.24,5.0,14.5,-14.5,1.0,12.5,16.225,1.0,1,credit_card,105.62,2
35795927d35685ef7d5bb2af5c66f1b9,68,1,419.03,4.0,8.0,-14.0,0.0,7.0,29.03,2.0,1,credit_card,419.03,0
3579a5962382a26dccb9d2ece52b50f4,80,1,30.9,5.0,6.0,-14.0,4.0,2.0,13.71,1.0,1,credit_card,30.9,0
3579e804c1e8a6b228783ddb27f6b02c,408,1,117.85,4.0,10.0,-13.0,2.0,5.0,17.95,1.0,1,boleto,117.85,3
357a030b51ff1ba4ed61de5ec4c59569,169,1,78.19,5.0,2.0,-9.0,0.0,1.0,8.29,1.0,1,credit_card,78.19,0
357ab7c8b61c05fbb41dd7aaf93ee4bd,27,1,55.53,4.0,10.0,-12.0,1.0,7.0,9.63,1.0,1,credit_card,55.53,0
357aba21b8b0c1ab3df5225aa7553920,524,1,30.96,5.0,12.0,-7.0,7.0,4.0,10.96,1.0,1,credit_card,30.96,0
357ae7be4a22fee3a22cca59f6b681fc,155,1,410.18,2.0,4.0,-17.0,2.0,1.0,16.1,2.0,1,credit_card,205.09,0
357c1205f56093223740cf08ac514bb8,110,1,343.74,5.0,4.0,-3.0,1.0,3.0,14.74,8.0,1,credit_card,343.74,0
357cf424dccfd31af51988747175bf8d,369,1,58.61,5.0,6.0,-7.0,1.0,5.0,8.72,4.0,1,credit_card,58.61,0
357db15188917085133588f0fd96950e,210,1,330.08,5.0,10.0,-22.0,1.0,8.0,12.62,2.0,1,credit_card,165.04,0
357ed3365a5e866b7753ebf97501c5ed,105,1,62.62,5.0,16.0,-5.0,0.0,15.0,22.93,2.0,1,credit_card,62.62,0
3581031fd294025f4c16cd754bc4c90e,338,1,89.63,5.0,17.0,-9.0,1.0,15.0,19.73,3.0,1,credit_card,89.63,0
35813dcced7675b8d42d75666a7e6795,349,1,72.68,5.0,10.0,0.0,3.0,7.0,7.78,2.0,1,credit_card,72.68,0
358197d2b6dcf6d7ca8f7553b225dc29,428,1,61.84,4.0,9.0,-10.0,4.0,5.0,11.85,1.0,1,credit_card,61.84,0
3581c8549fdcf2a7f05f922b348bae3c,449,1,132.82,5.0,11.0,-14.0,1.0,8.0,16.57,1.0,1,boleto,132.82,3
35825208c1a9b2d7cccd2eee08d8cbc6,191,2,89.54,5.0,4.0,-13.0,2.0,1.5,7.78,1.0,2,debit_card,44.77,4
3583128d8a12a3a38e40ac8363a3b8f0,437,1,32.09,5.0,11.0,-12.0,0.0,7.0,15.1,1.0,1,boleto,32.09,3
35837154dbf68a1e4f0a7f08449e9608,58,1,73.81,5.0,23.0,-4.0,9.0,13.0,21.67,3.0,1,credit_card,73.81,0
3583981663bff53d2efdf450503a0010,198,1,289.76,5.0,18.0,-8.0,4.0,13.0,20.76,8.0,1,credit_card,289.76,0
3584499f418a3d1561146c07564c3ee4,40,1,359.13,4.0,12.0,-21.0,6.0,5.0,106.23,10.0,1,credit_card,359.13,0
3584e46ad0a0c163e4b028894c5f6624,397,1,102.03,5.0,8.0,-11.0,1.0,7.0,12.13,4.0,1,credit_card,102.03,0
3587e725eea92ebd552d1606ec6cd58e,283,1,66.33,3.0,3.0,-10.0,2.0,0.0,9.34,1.0,1,credit_card,66.33,0
3588484a539617d91500764822230fb6,286,1,33.84,3.0,17.0,2.0,1.0,16.0,11.85,3.0,1,credit_card,33.84,0
3588e044a844056766832e149c515618,329,1,74.65,4.0,9.0,-16.0,1.0,7.0,17.65,1.0,1,boleto,74.65,3
358973fb9d5b4a20ef8306eaff96285e,277,1,47.38,5.0,7.0,-15.0,1.0,5.0,12.48,3.0,1,credit_card,47.38,0
3589b749441a7312ca3f1fb14d44f9d8,240,1,39.6,4.0,19.0,-12.0,6.0,10.0,15.1,1.0,1,boleto,39.6,3
3589e93cbd610abc00e2714461fef0f2,131,1,576.04,4.0,11.0,-28.0,7.0,4.0,76.05,10.0,1,credit_card,576.04,0
358a2da45489b6ab0f76b49379f8da3d,145,1,27.22,1.0,4.0,-18.0,0.0,3.0,15.23,1.0,1,boleto,27.22,3
358b9ceaef0c5dd1f54e0745b28bfa76,173,1,184.55,5.0,22.0,-15.0,13.0,8.0,44.56,5.0,1,credit_card,184.55,0
358e9205c1df6c01c033d87d2b953d49,505,1,104.7,4.0,7.0,-17.0,1.0,5.0,14.8,1.0,1,credit_card,104.7,0
359001bb107050ad4eb30e0c9f9d4bdf,274,1,58.01,5.0,5.0,-25.0,3.0,1.0,8.11,5.0,1,credit_card,58.01,0
35939cf85d11299a5322582f0ec20f7e,292,1,101.19,1.0,10.0,-12.0,1.0,7.0,16.19,3.0,1,credit_card,101.19,0
35946f04caff0b0dfe7096c7ee125cc7,281,1,34.85,1.0,32.0,10.0,2.0,30.0,21.15,1.0,1,credit_card,34.85,1
359491f8f6503bc517f4974cf235e161,18,1,176.31,4.0,11.0,0.0,2.0,8.0,57.31,1.0,1,boleto,176.31,3
35949a9aff4cb9adb7394c44bb21e075,188,1,1252.56,5.0,7.0,-12.0,1.0,5.0,19.94,1.0,1,boleto,626.28,3
35951de17bd7b3325df5c476840fae0f,542,1,47.78,5.0,11.0,-16.0,4.0,6.0,17.78,1.0,1,boleto,47.78,3
359529c96224e12f1b74d573e332398d,497,1,52.75,4.0,14.0,-31.0,0.0,12.0,29.55,1.0,1,boleto,52.75,3
35959524cab90aa984ed033080d984a0,54,1,303.54,5.0,12.0,-3.0,9.0,0.0,9.64,10.0,1,credit_card,303.54,0
35959790d544f8c6df6c75cfe205f66e,266,1,53.76,3.0,6.0,-10.0,4.0,2.0,8.27,1.0,1,credit_card,53.76,0
3595d21a3d79ff7a508581144acf0ed9,203,1,126.04,5.0,16.0,-6.0,9.0,7.0,36.14,3.0,1,credit_card,126.04,0
35965fec04ab010f508e7b1a475a07d3,167,1,44.31,4.0,9.0,-14.0,1.0,8.0,19.32,2.0,1,credit_card,44.31,0
359827d8038a19e853b12277af8a10d2,77,1,183.75,5.0,6.0,-16.0,1.0,5.0,13.85,8.0,1,credit_card,183.75,0
359a1bc7f1271d65dacc91e98fe3e46c,275,1,84.03,4.0,4.0,-13.0,3.0,1.0,14.13,1.0,1,credit_card,84.03,0
359a78f03d3fa44893db34ed3564c7ef,222,1,97.86,5.0,8.0,-8.0,2.0,5.0,8.37,1.0,1,debit_card,97.86,4
